	ntype
HGNC:14893	protein
HGNC:16697	protein
HGNC:4693	protein
HGNC:25491	protein
HGNC:4133	protein
HGNC:2952	protein
HGNC:20263	protein
HGNC:3579	protein
HGNC:33179	protein
HGNC:10728	protein
HGNC:18986	protein
HGNC:18420	protein
HGNC:6938	protein
HGNC:1972	protein
HGNC:14169	protein
HGNC:33105	protein
HGNC:14472	protein
HGNC:2765	protein
HGNC:16732	protein
HGNC:13599	protein
HGNC:6178	protein
HGNC:15869	protein
HGNC:3394	protein
HGNC:24723	protein
HGNC:5982	protein
HGNC:7172	protein
HGNC:6455	protein
HGNC:648	protein
HGNC:33279	protein
HGNC:8000	protein
HGNC:10777	protein
HGNC:21531	protein
HGNC:1886	protein
HGNC:16754	protein
HGNC:29644	protein
HGNC:30029	protein
HGNC:10379	protein
HGNC:6163	protein
HGNC:24865	protein
HGNC:27097	protein
HGNC:6005	protein
HGNC:10013	protein
HGNC:1324	protein
HGNC:10974	protein
HGNC:13433	protein
HGNC:9987	protein
HGNC:4021	protein
HGNC:18365	protein
HGNC:8604	protein
HGNC:6707	protein
HGNC:19268	protein
HGNC:2948	protein
HGNC:15906	protein
HGNC:20480	protein
HGNC:3443	protein
HGNC:35	protein
HGNC:28985	protein
HGNC:23401	protein
HGNC:3036	protein
HGNC:54	protein
HGNC:25031	protein
HGNC:19092	protein
HGNC:20898	protein
HGNC:16781	protein
HGNC:15197	protein
HGNC:15920	protein
HGNC:10613	protein
HGNC:19685	protein
HGNC:4792	protein
HGNC:1675	protein
HGNC:25313	protein
HGNC:21731	protein
HGNC:4198	protein
HGNC:27884	protein
HGNC:20739	protein
HGNC:19000	protein
HGNC:24573	protein
HGNC:1122	protein
HGNC:23414	protein
HGNC:6765	protein
HGNC:31486	protein
HGNC:17759	protein
HGNC:101	protein
HGNC:4823	protein
HGNC:570	protein
HGNC:1775	protein
HGNC:20603	protein
HGNC:4781	protein
HGNC:18688	protein
HGNC:22946	protein
HGNC:6143	protein
HGNC:23803	protein
HGNC:29151	protein
HGNC:25601	protein
HGNC:4392	protein
HGNC:32023	protein
HGNC:31580	protein
HGNC:18155	protein
HGNC:31532	protein
HGNC:31530	protein
HGNC:2032	protein
HGNC:7567	protein
HGNC:4880	protein
HGNC:4952	protein
HGNC:25879	protein
HGNC:28583	protein
HGNC:4769	protein
HGNC:2908	protein
HGNC:126	protein
HGNC:23161	protein
HGNC:6306	protein
HGNC:29955	protein
HGNC:31510	protein
HGNC:31578	protein
HGNC:31478	protein
HGNC:31602	protein
HGNC:31499	protein
HGNC:9876	protein
HGNC:31498	protein
HGNC:3041	protein
HGNC:31476	protein
HGNC:25173	protein
HGNC:31644	protein
HGNC:7091	protein
HGNC:31511	protein
HGNC:31635	protein
HGNC:30273	protein
HGNC:31642	protein
HGNC:31636	protein
HGNC:4793	protein
HGNC:11094	protein
HGNC:31643	protein
HGNC:2085	protein
HGNC:12269	protein
HGNC:8995	protein
HGNC:20510	protein
HGNC:25891	protein
HGNC:31545	protein
HGNC:31583	protein
HGNC:33164	protein
HGNC:14469	protein
HGNC:31638	protein
HGNC:31574	protein
HGNC:6074	protein
HGNC:31571	protein
HGNC:21579	protein
HGNC:17720	protein
HGNC:2477	protein
HGNC:14096	protein
HGNC:17393	protein
HGNC:9099	protein
HGNC:31572	protein
HGNC:31485	protein
HGNC:31495	protein
HGNC:12517	protein
HGNC:4020	protein
HGNC:31480	protein
HGNC:18429	protein
HGNC:31584	protein
HGNC:12874	protein
HGNC:4168	protein
HGNC:31641	protein
HGNC:15564	protein
HGNC:14290	protein
HGNC:28418	protein
HGNC:10724	protein
HGNC:4746	protein
HGNC:16747	protein
HGNC:27962	protein
HGNC:31579	protein
HGNC:4882	protein
HGNC:31577	protein
HGNC:1436	protein
HGNC:4127	protein
HGNC:10997	protein
HGNC:31576	protein
HGNC:9453	protein
HGNC:4737	protein
HGNC:31479	protein
HGNC:19343	protein
HGNC:31500	protein
HGNC:2884	protein
HGNC:9439	protein
HGNC:26948	protein
HGNC:2349	protein
HGNC:31575	protein
HGNC:14487	protein
HGNC:6065	protein
HGNC:20880	protein
HGNC:31546	protein
HGNC:4734	protein
HGNC:4791	protein
HGNC:31620	protein
HGNC:18235	protein
HGNC:13478	protein
HGNC:7067	protein
HGNC:234	protein
HGNC:1699	protein
HGNC:15517	protein
HGNC:33190	protein
HGNC:14448	protein
HGNC:15661	protein
HGNC:31477	protein
HGNC:13024	protein
HGNC:31591	protein
HGNC:31542	protein
HGNC:25319	protein
HGNC:9337	protein
HGNC:27309	protein
HGNC:19841	protein
HGNC:31621	protein
HGNC:41	protein
HGNC:25112	protein
HGNC:17341	protein
HGNC:13275	protein
HGNC:18738	protein
HGNC:2214	protein
HGNC:31640	protein
HGNC:25531	protein
HGNC:31544	protein
HGNC:32053	protein
HGNC:4756	protein
HGNC:16705	protein
HGNC:27984	protein
HGNC:16496	protein
HGNC:2602	protein
HGNC:2188	protein
HGNC:3562	protein
HGNC:894	protein
HGNC:9185	protein
HGNC:19824	protein
HGNC:7330	protein
HGNC:31637	protein
HGNC:2217	protein
HGNC:1573	protein
HGNC:31481	protein
HGNC:12919	protein
HGNC:10288	protein
HGNC:4012	protein
HGNC:21744	protein
HGNC:4901	protein
HGNC:2454	protein
HGNC:15629	protein
HGNC:31543	protein
HGNC:2726	protein
HGNC:4794	protein
HGNC:15944	protein
HGNC:8820	protein
HGNC:20874	protein
HGNC:31616	protein
HGNC:8950	protein
HGNC:4419	protein
HGNC:6902	protein
HGNC:14476	protein
HGNC:31484	protein
HGNC:7163	protein
HGNC:31630	protein
HGNC:4038	protein
HGNC:25781	protein
HGNC:19004	protein
HGNC:14488	protein
HGNC:1087	protein
HGNC:7884	protein
HGNC:2097	protein
HGNC:31639	protein
HGNC:26827	protein
HGNC:32456	protein
HGNC:1346	protein
HGNC:34	protein
HGNC:2151	protein
HGNC:436	protein
HGNC:4982	protein
HGNC:8906	protein
HGNC:3401	protein
HGNC:31609	protein
HGNC:23409	protein
HGNC:3223	protein
HGNC:52	protein
HGNC:7155	protein
HGNC:25155	protein
HGNC:15563	protein
HGNC:6363	protein
HGNC:5398	protein
HGNC:9326	protein
HGNC:6734	protein
HGNC:49	protein
HGNC:5195	protein
HGNC:8957	protein
HGNC:15764	protein
HGNC:11935	protein
HGNC:2356	protein
HGNC:19373	protein
HGNC:16787	protein
HGNC:3493	protein
HGNC:31483	protein
HGNC:17233	protein
HGNC:28956	protein
HGNC:12920	protein
HGNC:4039	protein
HGNC:24592	protein
HGNC:4789	protein
HGNC:31482	protein
HGNC:31601	protein
HGNC:23226	protein
HGNC:16446	protein
HGNC:20567	protein
HGNC:4543	protein
HGNC:24080	protein
HGNC:7681	protein
HGNC:4459	protein
HGNC:30946	protein
HGNC:12567	protein
HGNC:3059	protein
HGNC:12408	protein
HGNC:21698	protein
HGNC:6783	protein
HGNC:6995	protein
HGNC:14053	protein
HGNC:9704	protein
HGNC:26995	protein
HGNC:15877	protein
HGNC:2709	protein
HGNC:4790	protein
HGNC:29869	protein
HGNC:4735	protein
HGNC:18070	protein
HGNC:22954	protein
HGNC:9873	protein
HGNC:20883	protein
HGNC:13954	protein
HGNC:11121	protein
HGNC:4411	protein
HGNC:8831	protein
HGNC:4765	protein
HGNC:16736	protein
HGNC:16789	protein
HGNC:7998	protein
HGNC:16936	protein
HGNC:8959	protein
HGNC:16888	protein
HGNC:31646	protein
HGNC:13027	protein
HGNC:492	protein
HGNC:11538	protein
HGNC:4725	protein
HGNC:21484	protein
HGNC:31496	protein
HGNC:9832	protein
HGNC:1667	protein
HGNC:18870	protein
HGNC:4788	protein
HGNC:20814	protein
HGNC:25902	protein
HGNC:15183	protein
HGNC:675	protein
HGNC:22213	protein
HGNC:27405	protein
HGNC:11112	protein
HGNC:15455	protein
HGNC:31619	protein
HGNC:14090	protein
HGNC:30242	protein
HGNC:16874	protein
HGNC:13504	protein
HGNC:33189	protein
HGNC:2536	protein
HGNC:2546	protein
HGNC:6107	protein
HGNC:14913	protein
HGNC:12986	protein
HGNC:12334	protein
HGNC:8072	protein
HGNC:17354	protein
HGNC:17846	protein
HGNC:11000	protein
HGNC:26129	protein
HGNC:11835	protein
HGNC:4787	protein
HGNC:6189	protein
HGNC:15529	protein
HGNC:9957	protein
HGNC:6695	protein
HGNC:2877	protein
HGNC:29260	protein
HGNC:2850	protein
HGNC:30620	protein
HGNC:7835	protein
HGNC:16770	protein
HGNC:3971	protein
HGNC:4783	protein
HGNC:8138	protein
HGNC:28053	protein
HGNC:4599	protein
HGNC:12629	protein
HGNC:2856	protein
HGNC:13096	protein
HGNC:28725	protein
HGNC:643	protein
HGNC:17032	protein
HGNC:25669	protein
HGNC:28486	protein
HGNC:16830	protein
HGNC:14120	protein
HGNC:13044	protein
HGNC:1073	protein
HGNC:21263	protein
HGNC:16027	protein
HGNC:637	protein
HGNC:9291	protein
HGNC:7427	protein
HGNC:4221	protein
HGNC:4197	protein
HGNC:14121	protein
HGNC:15672	protein
HGNC:18466	protein
HGNC:23109	protein
HGNC:2918	protein
HGNC:26756	protein
HGNC:8852	protein
HGNC:31586	protein
HGNC:24490	protein
HGNC:4752	protein
HGNC:23159	protein
HGNC:4782	protein
HGNC:31528	protein
HGNC:26315	protein
HGNC:19873	protein
HGNC:20645	protein
HGNC:17422	protein
HGNC:73	protein
HGNC:3068	protein
HGNC:12774	protein
HGNC:1638	protein
HGNC:10864	protein
HGNC:11876	protein
HGNC:33701	protein
HGNC:17978	protein
HGNC:30	protein
HGNC:8598	protein
HGNC:866	protein
HGNC:18163	protein
HGNC:713	protein
HGNC:19183	protein
HGNC:4845	protein
HGNC:28875	protein
HGNC:10617	protein
HGNC:4726	protein
HGNC:9055	protein
HGNC:13432	protein
HGNC:17755	protein
HGNC:29567	protein
HGNC:3684	protein
HGNC:14456	protein
HGNC:2766	protein
HGNC:7223	protein
HGNC:25645	protein
HGNC:173	protein
HGNC:6066	protein
HGNC:28082	protein
HGNC:21700	protein
HGNC:7680	protein
HGNC:4454	protein
HGNC:18358	protein
HGNC:29059	protein
HGNC:9102	protein
HGNC:9869	protein
HGNC:2531	protein
HGNC:19185	protein
HGNC:14073	protein
HGNC:15970	protein
HGNC:1485	protein
HGNC:5412	protein
HGNC:24140	protein
HGNC:3516	protein
HGNC:6493	protein
HGNC:4892	protein
HGNC:4784	protein
HGNC:29607	protein
HGNC:11924	protein
HGNC:890	protein
HGNC:21092	protein
HGNC:17801	protein
HGNC:30498	protein
HGNC:26842	protein
HGNC:7316	protein
HGNC:17213	protein
HGNC:5999	protein
HGNC:6145	protein
HGNC:417	protein
HGNC:20789	protein
HGNC:9639	protein
HGNC:5417	protein
HGNC:19764	protein
HGNC:20648	protein
HGNC:16665	protein
HGNC:28639	protein
HGNC:10720	protein
HGNC:8528	protein
HGNC:326	protein
HGNC:28157	protein
HGNC:22977	protein
HGNC:14131	protein
HGNC:26060	protein
HGNC:6827	protein
HGNC:9076	protein
HGNC:27124	protein
HGNC:6831	protein
HGNC:15654	protein
HGNC:15175	protein
HGNC:10933	protein
HGNC:28788	protein
HGNC:30745	protein
HGNC:26742	protein
HGNC:33437	protein
HGNC:31501	protein
HGNC:17409	protein
HGNC:9093	protein
HGNC:20514	protein
HGNC:28632	protein
HGNC:9691	protein
HGNC:8247	protein
HGNC:30041	protein
HGNC:4412	protein
HGNC:30743	protein
HGNC:5101	protein
HGNC:2042	protein
HGNC:28638	protein
HGNC:23506	protein
HGNC:15683	protein
HGNC:11878	protein
HGNC:34377	protein
HGNC:16265	protein
HGNC:5434	protein
HGNC:23248	protein
HGNC:31548	protein
HGNC:18149	protein
HGNC:14025	protein
HGNC:12566	protein
HGNC:23215	protein
HGNC:10866	protein
HGNC:1712	protein
HGNC:4504	protein
HGNC:6924	protein
HGNC:3359	protein
HGNC:10004	protein
HGNC:14236	protein
HGNC:4204	protein
HGNC:10779	protein
HGNC:19137	protein
HGNC:14638	protein
HGNC:11356	protein
HGNC:4025	protein
HGNC:13469	protein
HGNC:30038	protein
HGNC:27269	protein
HGNC:20434	protein
HGNC:20989	protein
HGNC:3774	protein
HGNC:21290	protein
HGNC:8634	protein
HGNC:30670	protein
HGNC:4265	protein
HGNC:8943	protein
HGNC:11831	protein
HGNC:21185	protein
HGNC:12592	protein
HGNC:30948	protein
HGNC:7046	protein
HGNC:3608	protein
HGNC:28177	protein
HGNC:25835	protein
HGNC:37269	protein
HGNC:6352	protein
HGNC:3497	protein
HGNC:6332	protein
HGNC:3773	protein
HGNC:11073	protein
HGNC:9779	protein
HGNC:31547	protein
HGNC:34362	protein
HGNC:2048	protein
HGNC:8009	protein
HGNC:23780	protein
HGNC:3620	protein
HGNC:28529	protein
HGNC:29666	protein
HGNC:2524	protein
HGNC:4134	protein
HGNC:13053	protein
HGNC:13125	protein
HGNC:465	protein
HGNC:12781	protein
HGNC:12538	protein
HGNC:6619	protein
HGNC:7423	protein
HGNC:917	protein
HGNC:13068	protein
HGNC:23242	protein
HGNC:11764	protein
HGNC:12516	protein
HGNC:4596	protein
HGNC:843	protein
HGNC:14821	protein
HGNC:1464	protein
HGNC:24851	protein
HGNC:11070	protein
HGNC:35202	protein
HGNC:8368	protein
HGNC:11727	protein
HGNC:2954	protein
HGNC:39979	protein
HGNC:13045	protein
HGNC:7941	protein
HGNC:24464	protein
HGNC:24380	protein
HGNC:6077	protein
HGNC:19748	protein
HGNC:25736	protein
HGNC:34363	protein
HGNC:16522	protein
HGNC:21652	protein
HGNC:15482	protein
HGNC:4217	protein
HGNC:10513	protein
HGNC:2300	protein
HGNC:23213	protein
HGNC:14416	protein
HGNC:2942	protein
HGNC:19898	protein
HGNC:11527	protein
HGNC:9594	protein
HGNC:10869	protein
HGNC:19684	protein
HGNC:34513	protein
HGNC:34366	protein
HGNC:22947	protein
HGNC:21200	protein
HGNC:636	protein
HGNC:13964	protein
HGNC:29105	protein
HGNC:37	protein
HGNC:10860	protein
HGNC:25979	protein
HGNC:24173	protein
HGNC:4377	protein
HGNC:19964	protein
HGNC:12839	protein
HGNC:2257	protein
HGNC:29270	protein
HGNC:27652	protein
HGNC:12705	protein
HGNC:20910	protein
HGNC:10995	protein
HGNC:10294	protein
HGNC:22043	protein
HGNC:11079	protein
HGNC:2047	protein
HGNC:15829	protein
HGNC:120	protein
HGNC:30004	protein
HGNC:8087	protein
HGNC:1707	protein
HGNC:6511	protein
HGNC:9878	protein
HGNC:26687	protein
HGNC:29084	protein
HGNC:24100	protein
HGNC:1806	protein
HGNC:34364	protein
HGNC:15769	protein
HGNC:9036	protein
HGNC:23157	protein
HGNC:1593	protein
HGNC:10031	protein
HGNC:1937	protein
HGNC:12775	protein
HGNC:14197	protein
HGNC:24290	protein
HGNC:9599	protein
HGNC:6086	protein
HGNC:2336	protein
HGNC:3612	protein
HGNC:50	protein
HGNC:2727	protein
HGNC:44209	protein
HGNC:5155	protein
HGNC:3046	protein
HGNC:15624	protein
HGNC:11910	protein
HGNC:26970	protein
HGNC:4453	protein
HGNC:20807	protein
HGNC:34365	protein
HGNC:6711	protein
HGNC:259	protein
HGNC:3013	protein
HGNC:2046	protein
HGNC:1632	protein
HGNC:11653	protein
HGNC:13681	protein
HGNC:18080	protein
HGNC:10872	protein
HGNC:330	protein
HGNC:29984	protein
HGNC:1800	protein
HGNC:11882	protein
HGNC:1862	protein
HGNC:15945	protein
HGNC:26279	protein
HGNC:6076	protein
HGNC:20866	protein
HGNC:29254	protein
HGNC:34368	protein
HGNC:30059	protein
HGNC:32363	protein
HGNC:11630	protein
HGNC:4035	protein
HGNC:26957	protein
HGNC:7500	protein
HGNC:2039	protein
HGNC:18297	protein
HGNC:16642	protein
HGNC:9329	protein
HGNC:33814	protein
HGNC:451	protein
HGNC:14854	protein
HGNC:179	protein
HGNC:2943	protein
HGNC:2297	protein
HGNC:15495	protein
HGNC:2892	protein
HGNC:10737	protein
HGNC:6006	protein
HGNC:5418	protein
HGNC:34373	protein
HGNC:11454	protein
HGNC:21839	protein
HGNC:6135	protein
HGNC:4243	protein
HGNC:23150	protein
HGNC:26515	protein
HGNC:12544	protein
HGNC:18744	protein
HGNC:1804	protein
HGNC:21088	protein
HGNC:21725	protein
HGNC:23020	protein
HGNC:11931	protein
HGNC:28730	protein
HGNC:7843	protein
HGNC:7842	protein
HGNC:24247	protein
HGNC:11359	protein
HGNC:10607	protein
HGNC:29799	protein
HGNC:2192	protein
HGNC:31930	protein
HGNC:13395	protein
HGNC:10227	protein
HGNC:6931	protein
HGNC:15042	protein
HGNC:6146	protein
HGNC:26910	protein
HGNC:27318	protein
HGNC:7479	protein
HGNC:1486	protein
HGNC:15021	protein
HGNC:8174	protein
HGNC:31257	protein
HGNC:29623	protein
HGNC:49181	protein
HGNC:6868	protein
HGNC:13019	protein
HGNC:9109	protein
HGNC:30522	protein
HGNC:13061	protein
HGNC:11051	protein
HGNC:24887	protein
HGNC:19342	protein
HGNC:4704	protein
HGNC:13633	protein
HGNC:17031	protein
HGNC:16104	protein
HGNC:26031	protein
HGNC:11786	protein
HGNC:4218	protein
HGNC:18609	protein
HGNC:863	protein
HGNC:15741	protein
HGNC:32016	protein
HGNC:26895	protein
HGNC:24137	protein
HGNC:9879	protein
HGNC:23239	protein
HGNC:3365	protein
HGNC:5952	protein
HGNC:18791	protein
HGNC:24787	protein
HGNC:28063	protein
HGNC:7470	protein
HGNC:6376	protein
HGNC:6147	protein
HGNC:9037	protein
HGNC:8054	protein
HGNC:17318	protein
HGNC:16663	protein
HGNC:28577	protein
HGNC:2641	protein
HGNC:13150	protein
HGNC:13144	protein
HGNC:26046	protein
HGNC:20237	protein
HGNC:3178	protein
HGNC:20340	protein
HGNC:13043	protein
HGNC:8190	protein
HGNC:5421	protein
HGNC:14411	protein
HGNC:6341	protein
HGNC:18047	protein
HGNC:30839	protein
HGNC:17119	protein
HGNC:5194	protein
HGNC:18122	protein
HGNC:29862	protein
HGNC:4518	protein
HGNC:2499	protein
HGNC:28701	protein
HGNC:7901	protein
HGNC:21629	protein
HGNC:32458	protein
HGNC:4877	protein
HGNC:2885	protein
HGNC:2542	protein
HGNC:15885	protein
HGNC:4215	protein
HGNC:21359	protein
HGNC:32561	protein
HGNC:1776	protein
HGNC:34374	protein
HGNC:4532	protein
HGNC:13001	protein
HGNC:34370	protein
HGNC:3825	protein
HGNC:28854	protein
HGNC:15622	protein
HGNC:25281	protein
HGNC:21298	protein
HGNC:42959	protein
HGNC:24293	protein
HGNC:2334	protein
HGNC:17934	protein
HGNC:23249	protein
HGNC:8281	protein
HGNC:19575	protein
HGNC:14404	protein
HGNC:7180	protein
HGNC:14919	protein
HGNC:23181	protein
HGNC:16641	protein
HGNC:31507	protein
HGNC:24356	protein
HGNC:4041	protein
HGNC:23179	protein
HGNC:34371	protein
HGNC:30509	protein
HGNC:33191	protein
HGNC:2653	protein
HGNC:1072	protein
HGNC:1662	protein
HGNC:48326	protein
HGNC:13829	protein
HGNC:31613	protein
HGNC:19975	protein
HGNC:23247	protein
HGNC:25000	protein
HGNC:11056	protein
HGNC:15308	protein
HGNC:33841	protein
HGNC:20811	protein
HGNC:8467	protein
HGNC:19410	protein
HGNC:11487	protein
HGNC:2652	protein
HGNC:23305	protein
HGNC:6560	protein
HGNC:4866	protein
HGNC:4495	protein
HGNC:19080	protein
HGNC:2219	protein
HGNC:27196	protein
HGNC:1070	protein
HGNC:29825	protein
HGNC:242	protein
HGNC:34376	protein
HGNC:30235	protein
HGNC:13110	protein
HGNC:2634	protein
HGNC:26664	protein
HGNC:29384	protein
HGNC:27260	protein
HGNC:26859	protein
HGNC:2591	protein
HGNC:29915	protein
HGNC:8264	protein
HGNC:14848	protein
HGNC:30840	protein
HGNC:26674	protein
HGNC:34367	protein
HGNC:34372	protein
HGNC:4598	protein
HGNC:37282	protein
HGNC:20837	protein
HGNC:6678	protein
HGNC:8171	protein
HGNC:1165	protein
HGNC:28382	protein
HGNC:16973	protein
HGNC:14726	protein
HGNC:28625	protein
HGNC:21071	protein
HGNC:18555	protein
HGNC:1152	protein
HGNC:25033	protein
HGNC:8253	protein
HGNC:1068	protein
HGNC:20429	protein
HGNC:4047	protein
HGNC:17818	protein
HGNC:9062	protein
HGNC:10168	protein
HGNC:11528	protein
HGNC:19659	protein
HGNC:6617	protein
HGNC:20091	protein
HGNC:23385	protein
HGNC:28068	protein
HGNC:18265	protein
HGNC:2148	protein
HGNC:13169	protein
HGNC:6609	protein
HGNC:28650	protein
HGNC:13446	protein
HGNC:12266	protein
HGNC:921	protein
HGNC:9445	protein
HGNC:4260	protein
HGNC:25092	protein
HGNC:17887	protein
HGNC:22785	protein
HGNC:30365	protein
HGNC:19597	protein
HGNC:3540	protein
HGNC:21899	protein
HGNC:14840	protein
HGNC:4420	protein
HGNC:19060	protein
HGNC:13761	protein
HGNC:7045	protein
HGNC:28524	protein
HGNC:2050	protein
HGNC:15195	protein
HGNC:1607	protein
HGNC:4605	protein
HGNC:17637	protein
HGNC:6381	protein
HGNC:25919	protein
HGNC:34378	protein
HGNC:29500	protein
HGNC:4393	protein
HGNC:31487	protein
HGNC:15631	protein
HGNC:19365	protein
HGNC:11044	protein
HGNC:11046	protein
HGNC:34369	protein
HGNC:8830	protein
HGNC:29606	protein
HGNC:15174	protein
HGNC:10956	protein
HGNC:2648	protein
HGNC:2910	protein
HGNC:26755	protein
HGNC:8238	protein
HGNC:15078	protein
HGNC:8942	protein
HGNC:25625	protein
HGNC:22220	protein
HGNC:29674	protein
HGNC:9920	protein
HGNC:15296	protein
HGNC:79	protein
HGNC:24205	protein
HGNC:16187	protein
HGNC:19372	protein
HGNC:19419	protein
HGNC:15437	protein
HGNC:19134	protein
HGNC:12535	protein
HGNC:14745	protein
HGNC:9063	protein
HGNC:1636	protein
HGNC:13273	protein
HGNC:20147	protein
HGNC:15033	protein
HGNC:13971	protein
HGNC:15217	protein
HGNC:9038	protein
HGNC:8180	protein
HGNC:32017	protein
HGNC:18811	protein
HGNC:8363	protein
HGNC:14864	protein
HGNC:2883	protein
HGNC:10999	protein
HGNC:12788	protein
HGNC:14809	protein
HGNC:4600	protein
HGNC:14995	protein
HGNC:13159	protein
HGNC:24174	protein
HGNC:14996	protein
HGNC:15351	protein
HGNC:19580	protein
HGNC:642	protein
HGNC:14743	protein
HGNC:28287	protein
HGNC:4056	protein
HGNC:20244	protein
HGNC:6002	protein
HGNC:14695	protein
HGNC:7038	protein
HGNC:15213	protein
HGNC:8179	protein
HGNC:32565	protein
HGNC:20779	protein
HGNC:17973	protein
HGNC:31266	protein
HGNC:10936	protein
HGNC:3828	protein
HGNC:7162	protein
HGNC:14767	protein
HGNC:24740	protein
HGNC:3674	protein
HGNC:12545	protein
HGNC:8270	protein
HGNC:4325	protein
HGNC:29514	protein
HGNC:2610	protein
HGNC:18860	protein
HGNC:15180	protein
HGNC:15104	protein
HGNC:3364	protein
HGNC:14742	protein
HGNC:2651	protein
HGNC:28671	protein
HGNC:25827	protein
HGNC:15132	protein
HGNC:12778	protein
HGNC:2149	protein
HGNC:6632	protein
HGNC:20286	protein
HGNC:17345	protein
HGNC:15339	protein
HGNC:14819	protein
HGNC:23675	protein
HGNC:22944	protein
HGNC:14915	protein
HGNC:15024	protein
HGNC:15214	protein
HGNC:8030	protein
HGNC:23792	protein
HGNC:7865	protein
HGNC:16297	protein
HGNC:15552	protein
HGNC:16431	protein
HGNC:2646	protein
HGNC:31249	protein
HGNC:15352	protein
HGNC:6029	protein
HGNC:25885	protein
HGNC:28873	protein
HGNC:14820	protein
HGNC:2186	protein
HGNC:30525	protein
HGNC:15173	protein
HGNC:15030	protein
HGNC:2608	protein
HGNC:15322	protein
HGNC:12536	protein
HGNC:16703	protein
HGNC:10907	protein
HGNC:15346	protein
HGNC:26427	protein
HGNC:31252	protein
HGNC:23251	protein
HGNC:16798	protein
HGNC:8481	protein
HGNC:17107	protein
HGNC:6069	protein
HGNC:14993	protein
HGNC:2329	protein
HGNC:21755	protein
HGNC:6476	protein
HGNC:13307	protein
HGNC:2152	protein
HGNC:6136	protein
HGNC:30925	protein
HGNC:28680	protein
HGNC:21745	protein
HGNC:18540	protein
HGNC:8962	protein
HGNC:6068	protein
HGNC:30040	protein
HGNC:3177	protein
HGNC:14729	protein
HGNC:23208	protein
HGNC:4468	protein
HGNC:8209	protein
HGNC:15196	protein
HGNC:14824	protein
HGNC:9327	protein
HGNC:8182	protein
HGNC:20867	protein
HGNC:14842	protein
HGNC:2438	protein
HGNC:2190	protein
HGNC:12298	protein
HGNC:8818	protein
HGNC:4267	protein
HGNC:15294	protein
HGNC:15211	protein
HGNC:15222	protein
HGNC:15111	protein
HGNC:16005	protein
HGNC:11054	protein
HGNC:11077	protein
HGNC:4262	protein
HGNC:29960	protein
HGNC:19611	protein
HGNC:15193	protein
HGNC:14855	protein
HGNC:13109	protein
HGNC:1438	protein
HGNC:14728	protein
HGNC:30596	protein
HGNC:15297	protein
HGNC:31304	protein
